global_step,epoch,loss,lr
776,7,0.1338292956352234,0.0001
777,7,0.02215566299855709,0.0001
778,7,0.3766050636768341,0.0001
779,7,0.002208271063864231,0.0001
780,7,0.17672136425971985,0.0001
781,7,0.09081803262233734,0.0001
782,7,0.17936424911022186,0.0001
783,7,0.28176185488700867,0.0001
784,7,0.006732618436217308,0.0001
785,7,0.06028037518262863,0.0001
786,7,0.005788120441138744,0.0001
787,7,0.10233425348997116,0.0001
788,7,0.39563143253326416,0.0001
789,7,0.16694775223731995,0.0001
790,7,0.3351646959781647,0.0001
791,7,0.1874862015247345,0.0001
792,7,0.14344871044158936,0.0001
793,7,0.1635543704032898,0.0001
794,7,0.09992489218711853,0.0001
795,7,0.21767941117286682,0.0001
796,7,0.006770881358534098,0.0001
797,7,0.27886509895324707,0.0001
798,7,0.07599654793739319,0.0001
799,7,0.0017913882620632648,0.0001
800,7,0.006634391378611326,0.0001
